Date,Department,Expense Type,Project,Amount (USD),Quantity,Vendor
2024-06-15,Finance,Equipment,Project C,2329,,VendorX
2024-03-19,Finance,Utilities,Project B,2450,,VendorY
2024-02-07,Operations,Utilities,Project C,1574,2.0,
2024-11-30,Finance,Utilities,Project A,4982,11.0,
2024-01-31,Exploration,Salaries,Project C,5549,13.0,
2024-02-29,Finance,Equipment,Project A,6175,11.0,
2024-03-14,Finance,Salaries,Project A,4204,6.0,VendorY
2024-12-29,Finance,Maintenance,Project C,9814,17.0,
2024-01-30,Operations,Salaries,Project B,9463,20.0,
2024-05-07,Finance,Maintenance,Project A,1189,,VendorX
2024-12-07,Exploration,Salaries,Project A,1683,8.0,
2024-01-12,Exploration,Maintenance,Project B,9631,,
2024-04-12,Exploration,Salaries,Project B,3991,3.0,VendorX
2024-05-15,Exploration,Utilities,Project B,3793,17.0,
2024-05-03,Finance,Equipment,Project B,4751,17.0,VendorY
2024-10-31,Finance,Salaries,Project B,5459,8.0,VendorX
2024-07-26,Exploration,Equipment,Project A,1642,6.0,
2024-06-28,Operations,Maintenance,Project C,3351,4.0,VendorX
2024-04-19,Operations,Salaries,Project C,1655,17.0,
2024-07-01,Finance,Maintenance,Project C,5209,11.0,
2024-03-08,Finance,Utilities,Project A,2703,6.0,VendorY
2024-07-07,Operations,Maintenance,Project A,8612,13.0,VendorY
2024-01-28,Operations,Salaries,Project B,2702,8.0,
2024-08-14,Exploration,Utilities,Project C,3219,,
2024-03-05,Operations,Utilities,Project A,2653,,
2024-07-31,Operations,Maintenance,Project B,1354,3.0,
2024-01-17,Exploration,Equipment,Project A,4533,19.0,VendorY
2024-04-10,Exploration,Maintenance,Project A,9374,,
2024-06-05,Finance,Utilities,Project A,1903,,
2024-09-23,Operations,Salaries,Project C,9557,,
2024-10-20,Finance,Salaries,Project B,8807,,
2024-11-21,Finance,Salaries,Project B,1515,,
2024-08-15,Exploration,Salaries,Project A,9039,,VendorX
2024-12-13,Operations,Utilities,Project A,9853,11.0,
2024-02-27,Exploration,Salaries,Project A,5529,,
2024-06-15,Operations,Equipment,Project B,2065,20.0,
2024-02-05,Operations,Utilities,Project C,7231,,VendorY
2024-04-05,Exploration,Salaries,Project A,7858,16.0,VendorZ
2024-09-19,Operations,Utilities,Project C,6220,13.0,
2024-12-24,Exploration,Equipment,Project B,6725,17.0,VendorY
2024-08-28,Exploration,Maintenance,Project C,4286,,VendorY
2024-11-12,Exploration,Equipment,Project C,2099,9.0,
2024-08-17,Operations,Utilities,Project A,6439,13.0,
2024-07-29,Exploration,Equipment,Project A,3222,11.0,VendorY
2024-02-16,Exploration,Salaries,Project C,4559,,VendorZ
2024-12-26,Exploration,Maintenance,Project A,6132,2.0,VendorY
2024-01-31,Operations,Equipment,Project B,3374,,
2024-08-07,Exploration,Equipment,Project B,3290,,VendorY
2024-11-09,Exploration,Salaries,Project C,4046,10.0,VendorX
2024-12-06,Finance,Equipment,Project B,8891,,
2024-10-14,Operations,Equipment,Project C,4102,,
2024-10-07,Exploration,Utilities,Project B,6744,5.0,VendorX
2024-09-12,Finance,Maintenance,Project B,5517,20.0,
2024-04-19,Operations,Maintenance,Project B,6779,,VendorY
2024-05-25,Operations,Salaries,Project A,2340,,
2024-11-29,Operations,Equipment,Project B,6182,20.0,
2024-03-05,Finance,Salaries,Project A,1032,2.0,VendorY
2024-03-15,Exploration,Equipment,Project C,7710,4.0,
2024-05-22,Operations,Maintenance,Project A,6611,,VendorX
2024-10-25,Exploration,Equipment,Project C,1161,3.0,
2024-04-13,Finance,Salaries,Project A,7852,16.0,VendorX
2024-09-09,Exploration,Salaries,Project C,2303,19.0,VendorZ
2024-02-06,Exploration,Equipment,Project C,8537,,VendorX
2024-04-01,Exploration,Equipment,Project C,8811,16.0,
2024-02-17,Finance,Maintenance,Project A,3339,19.0,
2024-09-15,Operations,Utilities,Project B,4454,12.0,VendorZ
2024-03-25,Finance,Maintenance,Project C,8331,4.0,
2024-07-27,Exploration,Salaries,Project A,3358,10.0,VendorZ
2024-12-18,Exploration,Equipment,Project B,7009,9.0,VendorY
2024-03-15,Exploration,Maintenance,Project A,6452,,
2024-08-07,Exploration,Equipment,Project B,8780,9.0,VendorY
2024-08-06,Finance,Utilities,Project C,8463,,
2024-08-13,Exploration,Equipment,Project A,1352,9.0,VendorY
2024-08-14,Finance,Maintenance,Project C,7337,16.0,VendorX
2024-08-24,Finance,Equipment,Project A,3477,,VendorY
2024-04-27,Finance,Maintenance,Project B,3145,,VendorY
2024-04-21,Operations,Equipment,Project C,2903,,
2024-09-26,Exploration,Utilities,Project A,7443,,VendorY
2024-03-11,Finance,Maintenance,Project A,6941,,VendorZ
2024-06-22,Finance,Maintenance,Project A,4914,12.0,VendorY
2024-05-18,Exploration,Utilities,Project B,6915,7.0,VendorY
2024-11-08,Finance,Utilities,Project A,1358,,
2024-09-15,Exploration,Maintenance,Project C,1438,,VendorZ
2024-07-22,Finance,Equipment,Project B,9845,,VendorY
2024-05-10,Operations,Equipment,Project A,8205,,
2024-09-16,Finance,Utilities,Project C,7969,,VendorX
2024-05-16,Exploration,Equipment,Project A,8183,12.0,VendorZ
2024-04-08,Exploration,Utilities,Project C,9005,10.0,
2024-08-14,Exploration,Equipment,Project C,4596,,VendorZ
2024-02-18,Finance,Salaries,Project C,8238,17.0,VendorX
2024-03-24,Operations,Salaries,Project C,2763,,
2024-08-04,Exploration,Equipment,Project C,3751,,
2024-09-29,Operations,Equipment,Project C,3986,,
2024-04-05,Exploration,Equipment,Project C,7038,18.0,VendorY
2024-08-15,Operations,Utilities,Project C,2046,,VendorZ
2024-02-17,Finance,Equipment,Project A,6450,,VendorZ
2024-03-26,Exploration,Salaries,Project C,5553,,VendorZ
2024-01-22,Finance,Equipment,Project B,2929,15.0,VendorZ
2024-04-28,Finance,Maintenance,Project C,7340,13.0,VendorZ
2024-03-16,Finance,Maintenance,Project A,1217,19.0,
2024-03-04,Exploration,Utilities,Project B,2258,,VendorZ
2024-09-19,Operations,Equipment,Project B,1885,,
2024-06-22,Exploration,Utilities,Project C,3474,4.0,VendorX
2024-02-10,Finance,Salaries,Project B,7102,10.0,
2024-12-31,Operations,Utilities,Project C,5472,,
2024-08-02,Finance,Maintenance,Project A,6493,11.0,
2024-12-08,Operations,Maintenance,Project C,9213,20.0,
2024-12-12,Operations,Salaries,Project C,2620,1.0,
2024-06-19,Finance,Utilities,Project B,2007,11.0,VendorX
2024-09-27,Operations,Maintenance,Project B,7710,8.0,VendorX
2024-02-28,Exploration,Maintenance,Project C,3619,19.0,
2024-10-06,Exploration,Salaries,Project C,2243,,
2024-03-07,Operations,Salaries,Project C,3424,18.0,
2024-05-01,Exploration,Utilities,Project B,6612,,
2024-03-10,Exploration,Salaries,Project C,3110,3.0,
2024-02-11,Finance,Salaries,Project C,2816,13.0,VendorX
2024-12-15,Finance,Maintenance,Project C,3702,4.0,VendorX
2024-10-14,Exploration,Maintenance,Project B,4548,6.0,VendorY
2024-02-01,Exploration,Salaries,Project A,3934,6.0,VendorX
2024-04-30,Exploration,Equipment,Project A,4507,,
2024-02-25,Exploration,Equipment,Project A,4695,13.0,
2024-04-19,Operations,Utilities,Project A,6090,,VendorZ
2024-12-14,Finance,Maintenance,Project C,1647,,
2024-02-09,Operations,Maintenance,Project C,9389,,VendorX
2024-07-08,Operations,Utilities,Project B,1766,,VendorY
2024-01-29,Finance,Maintenance,Project C,8963,,
2024-09-07,Operations,Equipment,Project A,7232,4.0,
2024-12-05,Operations,Utilities,Project C,3810,,VendorZ
2024-08-26,Finance,Utilities,Project B,2165,9.0,
2024-11-07,Operations,Salaries,Project B,7106,,
2024-04-29,Operations,Salaries,Project A,5555,19.0,VendorX
2024-05-07,Operations,Equipment,Project C,3186,9.0,VendorZ
2024-09-17,Finance,Utilities,Project A,8835,,VendorY
2024-02-08,Operations,Salaries,Project B,3557,,
2024-05-18,Operations,Equipment,Project A,4033,13.0,VendorX
2024-09-19,Operations,Equipment,Project A,7493,20.0,VendorZ
2024-01-08,Exploration,Equipment,Project C,3023,3.0,
2024-05-17,Operations,Equipment,Project C,5762,11.0,VendorX
2024-09-24,Operations,Salaries,Project B,4456,,
2024-02-10,Operations,Equipment,Project C,8579,,VendorX
2024-12-11,Exploration,Utilities,Project C,7710,,
2024-07-24,Finance,Salaries,Project C,4734,,
2024-05-26,Finance,Utilities,Project A,6592,,
2024-12-27,Finance,Equipment,Project C,8623,3.0,VendorY
2024-03-08,Exploration,Equipment,Project B,6924,,
2024-07-05,Operations,Salaries,Project A,3970,8.0,
2024-02-24,Operations,Salaries,Project B,6856,11.0,VendorZ
2024-06-23,Exploration,Equipment,Project C,9051,9.0,VendorX
2024-05-01,Finance,Salaries,Project C,9219,,VendorX
2024-08-17,Finance,Salaries,Project A,8352,6.0,VendorX
2024-09-04,Exploration,Salaries,Project C,3704,6.0,VendorX
2024-03-28,Exploration,Utilities,Project A,2972,15.0,
2024-10-16,Exploration,Equipment,Project A,5006,,
2024-08-28,Operations,Maintenance,Project B,7276,,
2024-08-06,Operations,Maintenance,Project B,9562,5.0,VendorX
2024-06-12,Finance,Utilities,Project C,7724,18.0,
2024-06-04,Finance,Salaries,Project B,1356,,VendorZ
2024-12-18,Finance,Equipment,Project B,6022,2.0,
2024-04-23,Exploration,Equipment,Project C,1344,,VendorZ
2024-02-29,Operations,Equipment,Project B,9817,,
2024-07-10,Finance,Maintenance,Project B,6284,,VendorY
2024-02-23,Finance,Equipment,Project C,2808,,
2024-09-25,Finance,Equipment,Project C,3249,5.0,
2024-05-18,Finance,Maintenance,Project A,1428,,VendorY
2024-01-13,Finance,Salaries,Project A,9860,,VendorX
2024-01-23,Exploration,Salaries,Project C,6632,16.0,VendorY
2024-07-23,Operations,Equipment,Project B,1272,19.0,VendorZ
2024-04-06,Exploration,Salaries,Project B,9729,,VendorZ
2024-12-18,Operations,Maintenance,Project B,1598,2.0,
2024-07-23,Finance,Salaries,Project A,4206,,VendorZ
2024-09-17,Exploration,Utilities,Project A,2406,10.0,VendorX
2024-08-17,Exploration,Salaries,Project A,1519,,VendorY
2024-04-10,Operations,Maintenance,Project A,2795,,VendorX
2024-08-25,Operations,Maintenance,Project A,5208,,VendorX
2024-04-17,Finance,Maintenance,Project A,1224,,
2024-07-30,Finance,Equipment,Project B,2339,17.0,
2024-12-13,Exploration,Equipment,Project A,8112,4.0,VendorZ
2024-05-26,Finance,Maintenance,Project C,5112,6.0,VendorY
2024-01-26,Operations,Salaries,Project C,1930,20.0,VendorZ
2024-03-19,Finance,Equipment,Project B,6166,,
2024-04-27,Finance,Maintenance,Project A,4379,,
2024-06-11,Finance,Salaries,Project A,5466,,
2024-01-13,Exploration,Equipment,Project B,4541,,VendorZ
2024-02-17,Finance,Salaries,Project B,2891,,VendorY
2024-06-19,Finance,Maintenance,Project C,1675,,VendorZ
2024-09-23,Operations,Maintenance,Project C,7556,,
2024-11-17,Operations,Utilities,Project A,4561,15.0,
2024-10-16,Exploration,Equipment,Project B,2914,,VendorX
2024-05-26,Finance,Maintenance,Project C,7637,,VendorY
2024-12-29,Finance,Maintenance,Project C,8988,,VendorZ
2024-11-23,Exploration,Salaries,Project B,1115,5.0,VendorZ
2024-05-09,Finance,Equipment,Project B,8140,,VendorZ
2024-05-06,Operations,Maintenance,Project B,5917,,
2024-01-26,Exploration,Utilities,Project A,3855,17.0,VendorY
2024-01-16,Finance,Maintenance,Project A,1436,11.0,
2024-03-16,Operations,Maintenance,Project B,4892,10.0,
2024-05-05,Operations,Salaries,Project B,6896,15.0,
2024-06-05,Operations,Equipment,Project A,8276,,VendorY
2024-09-28,Exploration,Equipment,Project C,3473,6.0,VendorZ
2024-08-18,Finance,Salaries,Project A,2283,4.0,VendorX
2024-12-11,Exploration,Maintenance,Project A,3876,,VendorZ
2024-06-08,Exploration,Utilities,Project B,6073,,
2024-07-24,Operations,Salaries,Project B,9016,5.0,
2024-11-14,Exploration,Salaries,Project B,3563,11.0,VendorX
2024-08-09,Operations,Utilities,Project C,9765,,
2024-03-07,Finance,Utilities,Project B,1099,9.0,VendorZ
2024-02-23,Finance,Maintenance,Project C,4204,3.0,
2024-01-28,Operations,Utilities,Project A,9035,1.0,VendorY
2024-11-29,Finance,Equipment,Project B,5297,,
2024-12-31,Operations,Maintenance,Project B,4171,12.0,
2024-05-24,Operations,Maintenance,Project C,3602,17.0,VendorX
2024-12-20,Exploration,Utilities,Project B,9670,,
2024-07-07,Finance,Maintenance,Project B,9974,16.0,VendorZ
2024-08-03,Exploration,Utilities,Project B,5381,,VendorZ
2024-09-03,Exploration,Utilities,Project C,3054,10.0,VendorZ
2024-02-29,Finance,Utilities,Project B,1706,,
2024-09-22,Operations,Equipment,Project A,4985,8.0,VendorX
2024-08-04,Finance,Equipment,Project A,5189,17.0,VendorZ
2024-01-20,Finance,Salaries,Project B,2218,16.0,
2024-10-22,Operations,Utilities,Project A,9068,,
2024-05-04,Finance,Equipment,Project C,7375,,
2024-12-03,Exploration,Salaries,Project C,9924,7.0,
2024-06-17,Operations,Utilities,Project B,5656,12.0,
2024-01-07,Finance,Salaries,Project B,7340,,
2024-08-23,Exploration,Utilities,Project A,4305,,
2024-04-28,Exploration,Equipment,Project A,7197,,VendorZ
2024-03-10,Operations,Maintenance,Project A,5949,9.0,VendorY
2024-08-03,Finance,Equipment,Project A,1022,,
2024-10-19,Finance,Equipment,Project B,9632,2.0,VendorX
2024-05-30,Finance,Maintenance,Project C,3834,20.0,VendorY
2024-06-05,Exploration,Equipment,Project B,9332,4.0,
2024-07-22,Operations,Utilities,Project A,2682,,VendorY
2024-12-25,Operations,Equipment,Project A,3879,,VendorZ
2024-03-27,Operations,Equipment,Project B,3919,18.0,
2024-07-29,Finance,Utilities,Project B,9679,7.0,
2024-10-11,Operations,Equipment,Project C,3301,,
2024-06-30,Operations,Maintenance,Project A,2524,5.0,
2024-09-29,Exploration,Maintenance,Project A,6750,,
2024-07-17,Exploration,Maintenance,Project B,5061,12.0,VendorY
2024-03-25,Exploration,Maintenance,Project B,8445,,
2024-04-01,Exploration,Salaries,Project A,4036,9.0,
2024-10-30,Operations,Salaries,Project C,7808,2.0,VendorZ
2024-12-02,Operations,Salaries,Project C,3128,,VendorX
2024-04-09,Exploration,Equipment,Project B,5878,12.0,VendorZ
2024-06-29,Operations,Utilities,Project A,2713,3.0,VendorX
2024-11-08,Operations,Salaries,Project C,8427,19.0,VendorZ
2024-01-11,Exploration,Utilities,Project C,1516,,
2024-08-20,Exploration,Salaries,Project B,7756,11.0,VendorY
2024-05-14,Operations,Salaries,Project A,8341,,VendorY
2024-02-14,Operations,Equipment,Project B,2066,,
2024-05-03,Operations,Salaries,Project C,6526,,VendorX
2024-11-09,Finance,Equipment,Project C,9114,,VendorY
2024-03-24,Finance,Equipment,Project A,4576,,
2024-05-14,Exploration,Utilities,Project A,9349,9.0,VendorY
2024-02-13,Operations,Utilities,Project A,6160,4.0,VendorY
2024-05-05,Exploration,Salaries,Project A,6987,12.0,
2024-11-22,Finance,Maintenance,Project A,1100,,
2024-08-23,Exploration,Salaries,Project C,1288,19.0,VendorX
2024-02-10,Finance,Salaries,Project A,9869,8.0,VendorZ
2024-11-25,Exploration,Utilities,Project A,2518,8.0,VendorX
2024-02-26,Finance,Utilities,Project B,8659,5.0,
2024-09-16,Exploration,Utilities,Project A,9184,19.0,VendorY
2024-08-07,Operations,Maintenance,Project B,4087,,
2024-06-17,Exploration,Utilities,Project A,1807,6.0,
2024-03-09,Finance,Utilities,Project A,5028,,VendorY
2024-04-24,Operations,Salaries,Project B,5843,19.0,
2024-03-05,Exploration,Maintenance,Project C,3143,18.0,VendorZ
2024-11-25,Operations,Utilities,Project A,9634,,VendorY
2024-02-06,Operations,Utilities,Project C,2253,,
2024-11-05,Operations,Salaries,Project B,8920,19.0,VendorX
2024-08-10,Operations,Maintenance,Project C,4806,,VendorX
2024-08-04,Operations,Equipment,Project C,8096,,
2024-07-26,Exploration,Salaries,Project C,5908,17.0,
2024-06-26,Finance,Maintenance,Project A,1200,,VendorZ
2024-11-19,Exploration,Maintenance,Project A,2252,18.0,VendorZ
2024-03-09,Operations,Utilities,Project C,5967,5.0,VendorZ
2024-03-03,Exploration,Utilities,Project B,2625,,
2024-02-12,Exploration,Utilities,Project B,7885,3.0,VendorX
2024-03-23,Exploration,Maintenance,Project B,9023,15.0,VendorZ
2024-03-08,Finance,Equipment,Project A,6240,,
2024-04-09,Finance,Maintenance,Project B,9878,,VendorZ
2024-05-21,Exploration,Salaries,Project A,6652,,
2024-05-19,Finance,Equipment,Project A,1978,9.0,
2024-10-16,Exploration,Equipment,Project A,1797,,
2024-11-03,Exploration,Utilities,Project C,3323,1.0,
2024-06-19,Exploration,Utilities,Project A,3299,13.0,VendorX
2024-01-12,Exploration,Maintenance,Project A,4300,7.0,VendorZ
2024-01-23,Finance,Salaries,Project C,8242,14.0,
2024-08-18,Finance,Maintenance,Project A,9839,3.0,
2024-01-24,Operations,Equipment,Project A,4599,,
2024-09-10,Operations,Equipment,Project C,8670,20.0,VendorZ
2024-02-15,Finance,Equipment,Project C,6327,,
2024-06-12,Exploration,Salaries,Project C,6147,13.0,VendorZ
2024-02-23,Exploration,Utilities,Project C,2744,,VendorX
2024-06-15,Operations,Equipment,Project C,2900,15.0,
2024-01-14,Finance,Salaries,Project C,7704,6.0,
2024-05-24,Operations,Salaries,Project C,7278,15.0,
2024-03-13,Exploration,Equipment,Project B,1351,20.0,VendorY
2024-01-29,Exploration,Utilities,Project A,3123,,
2024-04-28,Exploration,Maintenance,Project C,3336,13.0,
2024-09-16,Exploration,Equipment,Project B,6641,,VendorZ
2024-01-23,Operations,Salaries,Project A,9517,,
2024-09-10,Finance,Utilities,Project B,3143,20.0,
2024-12-29,Operations,Salaries,Project C,2977,3.0,VendorY
2024-08-12,Exploration,Equipment,Project A,9153,,
2024-05-10,Operations,Salaries,Project B,1267,,
2024-11-20,Exploration,Salaries,Project B,5143,,
2024-08-12,Exploration,Maintenance,Project C,6186,7.0,VendorX
2024-09-29,Operations,Maintenance,Project A,1647,,
2024-05-31,Finance,Utilities,Project A,5976,,VendorZ
2024-04-16,Finance,Maintenance,Project A,7511,,VendorZ
2024-06-12,Operations,Equipment,Project B,2396,2.0,VendorX
2024-07-14,Operations,Utilities,Project C,8440,17.0,
2024-04-14,Finance,Maintenance,Project B,6529,17.0,
2024-07-13,Exploration,Utilities,Project B,8102,,VendorX
2024-10-22,Operations,Salaries,Project A,7377,,VendorX
2024-10-09,Exploration,Maintenance,Project C,4200,2.0,
2024-09-17,Finance,Maintenance,Project A,2539,10.0,
2024-01-16,Exploration,Maintenance,Project B,3872,12.0,
2024-09-01,Exploration,Equipment,Project A,5457,5.0,
2024-06-04,Operations,Maintenance,Project C,8854,9.0,VendorX
2024-07-02,Exploration,Maintenance,Project A,9286,,VendorY
2024-08-15,Exploration,Salaries,Project B,4712,8.0,
2024-06-21,Finance,Maintenance,Project A,6788,,VendorY
2024-12-29,Operations,Equipment,Project C,1475,9.0,VendorY
2024-02-18,Finance,Utilities,Project C,8387,,VendorY
2024-01-23,Exploration,Salaries,Project A,7666,4.0,
2024-09-09,Exploration,Maintenance,Project B,3492,,VendorZ
2024-12-21,Exploration,Maintenance,Project C,9839,,VendorX
2024-03-26,Exploration,Utilities,Project C,7911,,VendorY
2024-06-14,Operations,Maintenance,Project A,4211,8.0,VendorY
2024-12-13,Operations,Equipment,Project A,4404,11.0,VendorZ
2024-08-06,Operations,Utilities,Project A,8370,,VendorX
2024-03-22,Operations,Equipment,Project A,3436,2.0,
2024-08-16,Operations,Equipment,Project C,3877,10.0,VendorZ
2024-05-21,Finance,Salaries,Project C,4859,3.0,
2024-03-23,Operations,Maintenance,Project C,8011,10.0,
2024-04-14,Operations,Salaries,Project C,4285,,
2024-10-07,Exploration,Equipment,Project A,7763,,
2024-05-07,Operations,Utilities,Project C,8226,10.0,
2024-06-12,Operations,Equipment,Project A,1278,15.0,VendorZ
2024-03-02,Operations,Maintenance,Project C,2239,,
2024-12-18,Exploration,Utilities,Project B,8759,,VendorY
2024-04-25,Exploration,Salaries,Project C,5239,11.0,VendorX
2024-10-10,Exploration,Equipment,Project A,4557,5.0,
2024-01-10,Operations,Utilities,Project B,6825,12.0,
2024-07-14,Finance,Maintenance,Project B,6755,1.0,
2024-03-15,Finance,Salaries,Project B,9532,,VendorZ
2024-05-31,Exploration,Maintenance,Project B,4545,,
2024-07-14,Operations,Equipment,Project C,7227,5.0,VendorY
2024-09-28,Operations,Maintenance,Project B,7895,,VendorZ
2024-04-20,Operations,Salaries,Project A,2708,,
2024-03-15,Operations,Maintenance,Project A,3194,4.0,
2024-09-29,Finance,Salaries,Project C,8228,4.0,VendorX
2024-08-16,Exploration,Salaries,Project C,9107,,
2024-08-08,Finance,Maintenance,Project A,3561,2.0,
2024-04-05,Operations,Equipment,Project C,3007,19.0,VendorY
